plu;kd_brg;tipe;nm_brg;mobil ;nm_grup;kms1;isi;h_beli;h_jual1;foto;merk
1003440;R;YA        ;BOLAM K1 BESAR 24V;;BOLAM               ;PCS       ;1;2600;5000;;STANLEE STAR                                                                                        
1003441;I;YA        ;LAMPU BEMPER 24V( H3 );;BOLAM H3 24V        ;PCS       ;1;4600;15000;;STANLEE STAR                                                                                        
1003442;KIL;YA        ;FILTER SOLAR 23401-1440L LOHAN BAWAH;;F.SOLAR             ;PCS       ;1;150000;225000;;HOP                                                                                                 
1003443;UGE;YA;TMO LUBRICANT 4L15W-40;;OMD;LT;1;287000;360000;;TOYOTA
1003444;AUI;YA;DEKRUP HINO DUTRO31210-OW060;;DEKRUP;PCS;1;925000;1400000;;ASCO
1003445;GIL;YA        ;KAMPAS KOPLING 31250-E0320;;KAMPAS KOPLING      ;PCS       ;1;850000;1700000;;GENIUINE                                                                                            
1003446;ELL;YA;KAMPAS KOPLING ME521073;;"KAMPAS KOPLING 15""";PCS;1;700000;1250000;;UTM
1003447;IUI;YA;DEKRUP PS 100 ;;DEKRUP PS 100;PCS;1;525000;925000;;ASCO
1003448;DLL;YA        ;KAMPAS KOPLING L 300 DIESEL;;KAMPAS KOPLING      ;PCS       ;1;355000;800000;C:\USERS\KASIR\DOWNLOADS\KAMPAS KOPLING L 300 DIESEL.JPG;ASCO                                                                                                
1003449;UIL;YA        ;KAMPAS KOPLING ISUZU 18-94314676-0;;KAMPAS KOPLING      ;PCS       ;1;250000;315000;C:\USERS\KASIR\DOWNLOADS\KAMPAS KOPLING ISUZU 18-94315676-0.JPG;ISUZU                                                                                               
1003450;TTL;YA;KAMPAS KOPLING AISIN DM-800U;;KAMPAS KOPLING 15;PCS;1;660000;1150000;;AISIN 
1003451;RAG;YA;KAMPAS KOPLING EXEDY MB 02001L;;"KAMPAS KOPLING 15""";PCS;1;398000;795000;;EXEDY
1003452;ULK;YA;KAMPAS KOPLING GENUINE ME500316;;"KAMPAS KOPLING 15""";PCS;1;201000;425000;;GENIUINE
1003453;TLL;YA;KAMPAS KOPLING TILAN ME521056;;"KAMPAS KOPLING 15""";PCS;1;600000;1200000;;TILAN
1003454;DUI;YA;DEKRUP ASCO 31210-0K022;;DEKRUP;PCS;1;425000;750000;;ASCO
1003455;RII;YA;KAMPAS KOPLING ASCO 31210-0B020;;"KAMPAS KOPLING 15""";PCS;1;355000;675000;;ASCO
1003456;RUL;YA;DEKRUP ASCO C-223C/C1-09;;DEKRUP;PCS;1;320000;625000;;ASCO
1003457;URL;YA;DEKRUP BGF 8-94435-011-0;;DEKRUP;PCS;1;230000;450000;;BGF
1003458;RDI;YA;DEKRUP ASCO C-190C/C107;;DEKRUP;PCS;1;345000;650000;;ASCO
1003459;KIEL;YA;KAMPAS KOPLING TOYOTA 31250-0B011;;"KAMPAS KOPLING 15""";PCS;1;1570000;1750000;;TOYOTA
1003460;RUL;YA;KAMPAS KOPLING ASCO 6KEC/C1-03;;"KAMPAS KOPLING 15""";PCS;1;320000;750000;;ASACO
1003461;ELL;YA;KAMPAS KOPLING TITAN 31250-E0490;;"KAMPAS KOPLING 15""";PCS;1;700000;1700000;;TITAN
1003462;KUIL;YA;KAMPAS KOPLING MITSHUBISHI ME521118;;"KAMPAS KOPLING 15""";PCS;1;1250000;2250000;;MITSHUBISHI
1003463;GET;YA;DEKRUP 8-97351-833-0;;DEKRUP;PCS;1;876000;1400000;;NO MEREK
1003464;UE;YA;SELANG REM ;;NO MEREK;PCS;1;27000;50000;;NO MEREK
1003465;RI;YA;SELANG REM ;;NO MEREK;PCS;1;30000;65000;;NO MEREK
1003466;UE;YA;SELANG REM ;;NO MEREK;PCS;1;27000;50000;;NO MEREK
1003467;DIL;YA;KAMPAS KOPLING ISUZU 8-97377-149-0;;KAMPAS KOPLING ;PCS;1;450000;975000;;ISUZU
1003468;RRL;YA;KAMPAS KOPLING MD-802071;;KAMPAS KOPLING;PCS;1;330000;750000;;ASCO
1003469;EIL;YA;CLUTCH COVER 31210-OWO60;;DEKRUP/ MATAHARI;PCS;1;750000;1350000;;ASCO
1003470;RIL;YA;CLUTCH COVER DAIHATSU ZEBRA 1.3;;DEKRUP D-0 C ZEBRA 1;PCS;1;350000;650000;;ASCO
1003471;RUL;YA;KAMPAS KOPLING 6KEC/C1-033;;KAMPAS KOPLING;PCS;1;320000;750000;;ASCO
1003472;KER;YA;KAMPAS KOPLING 31250-BZ170;;KAMPAS KOPLING;PCS;1;173000;425000;;GENIUINE
1003473;KKF;YA;KAMPAS KOPLING 31250-28014;;KAMPAS KOPLING;PCS;1;118000;350000;;GENIUINE
1003474;UGI;YA;KAMPAS KOPLING MZSC/CM-022;;KAMPAS KOPLING;PCS;1;280000;750000;;ASCO
1003475;RDR;YA;KAMPAS KOPLING 31250-YDO10;;KAMPAS KOPLING;PCS;1;343000;685000;;ISUZU
1003476;DLI;YA;KAMPAS KOPLING 31210-0K010;;KAMPAS KOPLING;PCS;1;405000;725000;;ASCO
1003477;UKLL;YA;KAMPAS KOPLING EXEDY HNDO58U;;KAMPAS KOPLING;PCS;1;2100000;3675000;;EXEDY
1003478;KII;YA;SELANG POWER STERING;;SELANG;PCS;1;155000;385000;;NO MEREK
1003479;KLG;YA;SELANG KOPLING 48172-D9903;;SELANG;PCS;1;108000;250000;;SPORT SHORT
1003480;KIL;YA;SELANG KOPLING FUSO;;SELANG;PCS;1;150000;400000;;FUSO
1003481;II;YA;SELANG SOLAR SK-4004;;SELANG;PCS;1;55000;125000;;SPECIA
1003483;KIL;YA;SELANG REM NISSAN;;SELANG;PCS;1;150000;300000;;NISSAN DIESEL
1003484;UUI;YA;SELANG;;SELANG;PCS;1;225000;450000;;NO MEREK
1003485;KEI;YA;SELANG;;SELANG;PCS;1;175000;350000;;NO MEREK
1003486;TR;YA;SELANG;;SELANG;PCS;1;63000;125000;;NO MEREK
1003487;TR;YA;SELANG;;SELANG;PCS;1;63000;125000;;NO MEREK
1003488;KAG;YA;SELANG;;SELANG;PCS;1;198000;395000;;NO MEREK
1003489;KUI;YA;SELANG;;SELANG;PCS;1;125000;250000;;NO MEREK
1003490;DR;YA;SELANG;;SELANG;PCS;1;43000;85000;;NO MEREK
1003491;EI;YA;SELANG;;SELANG;PCS;1;75000;150000;;NO MEREK
1003492;ULL;YA;DEKRUP SC-100/CS-009;;DEKRUP;PCS;1;200000;425000;;ASCO
1003493;RIL;YA;DEKRUP 31210-12152;;DEKRUP;PCS;1;350000;650000;;ASCO
1003494;DUI;YA;DEKRUP 31210-0K022;;DEKRUP;PCS;1;425000;750000;;ASCO
1003495;KKL;YA;PLAT KOPLING 31250-BZ130-001;;PLAT KOPLING;PCS;1;110000;650000;;DAIHATSU
1003496;KDIL;YA;PLAT KOPLING 32150-0K210;;PLAT KOPLING ;PCS;1;1450000;1650000;;TOYOTA
1003497;KDK;YA;KAMPAS KOPLING 22400-77501;;KAMPAS KOPLING;PCS;1;141000;285000;;BJOK
1003498;UII;YA;KAMPAS KOPLING D-027C;;KAMPAS KOPLING;PCS;1;255000;550000;;ASCO
1003499;KUI;YA;KAMPAS KOPLING MD 701230;;KAMPAS KOPLING;PCS;1;125000;250000;;UTM
1003500;UIL;YA;KAMPAS KOPLING EPS ASS 1300;;KAMPAS KOPLING;PCS;1;250000;650000;;ASCO
1003501;RII;YA;KAMPAS KOPLING 31210-BZ080-001;;KAMPAS KOPLING;PCS;1;355000;750000;;ASCO
1003502;UEG;YA;KAMPAS KOPLING TYD224U;;KAMPAS KOPLING;PCS;1;278000;485000;;EXEDY
1003503;DDU;YA;KAMPAS KOPLING DXX-034A;;KAMPAS KOPLING;PCS;1;442000;675000;;AISIN 
1003504;UAK;YA;KAMPAS KOPLING DD-033A;;KAMPAS KOPLING;PCS;1;291000;525000;;AISIN 
1003505;RUK;YA;KAMPAS KOPLING DG-807LU;;KAMPAS KOPLING;PCS;1;321000;565000;;AISIN 
1003506;DTE;YA;KAMPAS KOPLING DT-131LU;;KAMPAS KOPLING;PCS;1;467000;850000;;AISIN 
1003507;DDL;YA;KAMPAS KOPLING DT-064LU;;KAMPAS KOPLING;PCS;1;440000;675000;;AISIN 
1003508;RKD;YA;KAMPAS KOPLING DY-615LU;;KAMPAS KOPLING;PCS;1;314000;550000;;AISIN 
1003509;R;YA;BOLAM K2 BESAR 24V;;BOLAM;PCS;1;2900;5000;;STANLEE STAR
1003510;GI;YA;18-98162897-A;;F SOLAR GIGA 285;PCS;1;85000;185000;;ISUZU
1003511;GL;YA;BEARING 6307NR;;LAHER;PCS;1;80000;250000;;HUBLO
1003512;KIL;YA;BEARING 8-94362510-1;;LAHER;PCS;1;150000;325000;;ISUZU
1003513;KTL;YA;BEARING HC32211J;;LAHER;PCS;1;160000;350000;;NSK
1003514;ULL;YA;BEARING HR32212J;;LAHER;PCS;1;200000;400000;;NSK
1003515;KGI;YA        ;BEARING 50KW01;;LAHER               ;PCS       ;1;185000;375000;;NSK                                                                                                 
1003516;KDA;YA;BEARING 50KW01;;LAHER;PCS;1;149000;325000;;HUBLO
1003517;R;YA;BOLAM K1 KECIL 24V;;BOLAM;PCS;1;2200;5000;;STANLEE STAR
1003518;R;YA;BOLAM K2 KECIL 24V;;BOLAM;PCS;1;2200;5000;;STANLEE STAR
1003519;GK;YA;SPION 2007 LOHAN KIRI;;SEPION;PCS;1;81000;120000;;EMGI
1003520;RR;YA;SPION 8041 TAMBAHAN LOHAN;;SEPION;PCS;1;33000;75000;;EMGI
1003521;RD;YA;SPION 6004 ELP ;;SEPION;PCS;1;34000;75000;;EMGI
1003522;EE;YA        ;SPION 2006 LOHAN KANAN;;SEPION              ;PCS       ;1;74000;115000;;EMGI                                                                                                
1003523;RL;YA;SPION 8084 RAGASA;;SEPION;PCS;1;30000;75000;;EMGI
1003524;RD;YA        ;SPION 8086 CANTER;;SEPION              ;PCS       ;1;33000;75000;;EMGI                                                                                                
1003525;RD;YA        ;SPION 2001 DUTRO;;SEPION              ;PCS       ;1;34000;75000;;EMGI                                                                                                
1003526;RI;YA;SPION 4174 FUTURA KANAN;;SEPION;PCS;1;35000;75000;;EMGI
1003527;DR;YA        ;SPION 2268 MERSI;;SEPION              ;PCS       ;1;42500;85000;;EMGI                                                                                                
1003528;RU;YA;SPION 6003  ELP MANUAL HITAM;;SEPION;PCS;1;32000;75000;;EMGI
1003529;KT;YA;SPION 8083 CANTER PS 100;;SEPION;PCS;1;16000;45000;;EMGI
1003530;KUG;YA;SPION 8044 FUSO  TAYO RH;;SEPION;PCS;1;128000;235000;;FUSO FN SERIES
1003531;ID;YA;"SPION 1108 BULAT 8""";;SEPION;PCS;1;54000;95000;;EMGI
1003532;GK;YA;"SPION 1107 BULAT 7""";;SEPION;PCS;1;81000;95000;;EMGI
1003533;RT;YA;"SPION 1106 BULAT 6""";;SEPION;PCS;1;36000;75000;;EMGI
1003534;KIU;YA;SPION 6243  BULAT GIGA;;SEPION;PCS;1;152000;175000;;EMGI
1003535;RA;YA        ;SPION 8032 FUSO FIGHTER;;SEPION              ;PCS       ;1;38500;80000;;EMGI                                                                                                
1003536;KRT;YA;SPION 8045 FUSO FM ;;SEPION;PCS;1;136000;235000;;FUSO FN SERIES
1003537;RD;YA;SPION HTS 8037 L-300;;SEPION;PCS;1;34000;45000;;HTS
1003538;RE;YA;JFC-14000;;F SOLAR;PCS;1;37000;70000;;JINCO
1003539;RE;YA;JFC-16002;;F SOLAR;PCS;1;37000;70000;;JINCO
1003540;KG;YA;SETEMPET GREASE GREEN 500GR;;SETEMPET;PCS;1;18000;50000;;PETROASIA
1003541;UI;YA        ;RADIATOR COOLANT GREEN 5L;;AIR RADIATOR        ;LT        ;1;24750;50000;D:\RADIATOR COOLANT GREEN 5L.JPEG;PETROASIA                                                                                           
1003542;UI;YA        ;RADIATOR COOLANT RED 5L;;AIR RADIATOR        ;LT        ;1;24750;50000;D:\RADIATOR COOLANT RED 5L.JPG;PETROASIA                                                                                           
1003543;G;YA        ;RADIATOR COOLANT GREEN 1L;;AIR RADIATOR        ;LT        ;1;7425;25000;D:\RADIATOR COOLANT GREEN 1L.JPG;PETROASIA                                                                                           
1003544;G;YA        ;RADIATOR COOLANT RED 1L;;AIR RADIATOR        ;LT        ;1;7425;25000;D:\RADIATOR COOLANT RED 1L.JPEG;PETROASIA                                                                                           
1003545;RL;YA;MINYAK REM RED 1L;;MINYAK REM;PCS;1;30690;50000;;PETROASIA
1003546;RL;YA;MINYAK REM NETRAL 1L;;MINYAK REM;PCS;1;30000;50000;;PETROASIA
1003547;KU;YA;MINYAK REM RED 300 ML;;MINYAK REM;PCS;1;11385;25000;;PETROASIA
1003548;KU;YA;MINYAK REM NETRAL 300 ML;;MINYAK REM;PCS;1;11385;25000;;PETROASIA
1003549;IK;YA;MINYAK REM FUSO BESAR;;MINYAK REM;PCS;1;51000;70000;;FUSO
1003550;KG;YA;MINYAK REM JUMBO KECIL;;MINYAK REM;PCS;1;18000;35000;;JUMBO
1003551;URI;YA        ;BEARING HM 518445/10 NO.2;;LAHER               ;PCS       ;1;235000;525000;;KOYO                                                                                                
1003552;KT;YA        ;LEM BESI DEXTONE 5 MENIT;;LEM BESI            ;PCS       ;1;15625;25000;;LIM BESI                                                                                            
1003555;UI;YA        ;KLEM AKI N 70 VARIASI;;AKI                 ;PCS       ;1;25000;50000;;KEPALA AQI                                                                                          
1003556;KIL;YA;FILTER SOLAR KM006110A1 FIGHTER EURO 4;;F.SOLAR FUSO FIGTER;PCS;1;149600;250000;;TIGA BERLIAN
1003557;KLL;YA;FILTER SOLAR KM006115A1  FUSO FIGTHER;;F. SOLAR BAWAH FUSO;PCS;1;100300;175000;;TIGA BERLIAN
1003558;AR;YA;ME006065 HEAD FUEL FILTER;;RUMAH F. SOLAR ATAS;PCS;1;92650;175000;;CANTER PS 120
1003559;RU;YA;ME121653 WATER SEPARATOR;;F SOLAR BAWAH;PCS;1;31875;65000;; KTB CANTER PS 125
1003560;ITT;YA        ;KABEL PERNELENG PS 125 MK525954;;KABEL TRANMISI BLK  ;PCS       ;1;565250;775000;;CANTER PS 125                                                                                       
1003561;KR;YA;LAP KANEBO;;KANEBO LUXURY;PCS;1;12500;25000;;LAP KANEBO
1003562;K;YA;SOLASI HITAM KECIL GOLDTAPE;;SOLASI;PCS;1;1000;5000;;SOLASI
1003563;G;YA        ;DOBEL TAPE BUSA;;SOLASI BOLAK BALIK  ;PCS       ;1;7200;20000;;SOLASI BB                                                                                           
1003564;KD;YA;NACHI LAKBAN HITAM BESAR;;LAKBAN BESAR;PCS;1;14000;30000;;LAKBAN BESAR
1003565;RLL;YA;MB-391570-1;;PER BABON NO 1;PCS;1;300000;475000;;PER CANTER
1003566;UKT;YA;MB-391570-2;;PER BABON NO 2;PCS;1;216000;375000;;PER CANTER
1003567;RRL;YA;MC-096610-1;;PER DAUN NO 1;PCS;1;330000;575000;;PER CANTER
1003568;URR;YA;MC-096610-2;;PER DAUN NO 2;PCS;1;234600;415000;;PER CANTER
1003569;KLI;YA;M22X380X93;;BEGEL BAJA;PCS;1;104650;250000;;MOBIL TREK BUI UP
1003570;KIL;YA;BEGEL PER HINO BAJA M27X380X91;;BEGEL BAJA;PCS;1;230000;275000;;HINO BAJA
1003571;A;YA;TUSUK SATE 3/8 X 12;;TUSUK SATE;PCS;1;8395;25000;;TURENT
1003572;KE;YA;TUSUK SATE 1/2 X 12;;TUSUK SATE;PCS;1;16790;50000;;TURENT
1003573;UUI;YA;TUSUK SATE M14X250 FUSO;;TUSUK SATE;PCS;1;21535;65000;;TURENT
1003574;RL;YA;TUSUK SATE M14X350 FUSO;;TUSUK SATE;PCS;1;29200;85000;;TURENT
1003575;UT;YA        ;TUSUK SATE M16X350 HINO;;TUSUK SATE          ;PCS       ;1;25550;75000;;TURENT                                                                                              
1003576;G;YA        ;RADIATOR COOLANT GREEN 1L;;AIR RADIATOR        ;LT        ;1;8000;20000;;XSIS                                                                                                
1003577;G;YA        ;RADIATOR COOLANT;;AIR RADIATOR        ;LT        ;1;8000;20000;;PART STATION                                                                                        
1003578;KTI;YA        ;FILTER SOLAR KM006102A1 NEW CANTER EURO 4;;F. SOLAR NEW ORI    ;PCS       ;1;164900;295000;;TIGA BERLIAN                                                                                        
1003579;KLI;YA        ;FILTER OLI C-1301;;F.OIL               ;PCS       ;1;105000;195000;;SAKURA                                                                                              
1003580;DA;YA;MINYAK REM JUMBO BESAR ;;MINYAK REM;PCS;1;50000;65000;;JUMBO
1003581;KR;YA;CARBU CLINER 250 CC;;CLINER;LT;1;13000;35000;;AMIC
1003582;UU;YA;CARBU CLINER 500 CC;;CLINER;LT;1;22000;50000;;AMIC
1003583;KLI;YA;KLAKSON AIR HORN;;KLAKSONE;PCS;1;105000;150000;;AIR HORN
1003584;KLG;YA;KLAKSON ANGIN;;KLAKSONE;PCS;1;108000;215000;;DNG
1003585;KIE;YA;S-NSA-B02;;POMPA SOLAR;PCS;1;150000;275000;;STECKER
1003586;AD;YA;S-HNSA-C01;;POMPA SOLAR;PCS;1;94000;175000;;STECKER
1003587;KIE;YA;S-NSA-B01;;POMPA SOLAR;PCS;1;150000;275000;;STECKER
1003588;LIGR;YA;S-MSA-003;;POMPA SOLAR;PCS;1;283000;500000;;STECKER
1003589;REK;YA;S-HNSA-001;;POMPA SOLAR;PCS;1;371000;550000;;STECKER
1003590;KIL;YA;S-ISA-001;;POMPA SOLAR;PCS;1;150000;450000;;STECKER
1003591;KTU;YA        ;BRIK ASSY CANTER PS 125 B-MCV-003;;VACUM CHAMBER       ;PCS       ;1;162000;350000;;BIRKENS                                                                                             
1003592;DI;YA;DIAPHRAGM VACUM 35301-50111;;DIAPHRAGM VACUM ;PCS;1;45000;95000;;AUTOMOTIVE
1003593;KII;YA        ;BRIK ASSY CANTER 125 05300-608H0;;RUMAH REM           ;PCS       ;1;155000;275000;;WAKASA                                                                                              
1003594;KII;YA        ;BRIK ASSY DYNA/RINO 05300-90830;;VACUM CHAMBER       ;PCS       ;1;155000;235000;;WAKASA                                                                                              
1003595;KTL;YA;05300-508A0;;RUMAH REM ANGIN;PCS;1;160000;235000;;WAKASA
1003596;KTU;YA        ;BRIK ASSY NKR 71 B-ICV-001;;VACUM CHAMBER       ;PCS       ;1;162000;350000;;BIRKENS                                                                                             
1003597;KU;YA;MINYAK REM XSIS KECIL;;MINYAK REM;PCS;1;12000;25000;;XSIS
1003598;TI;YA;ATF PRESTONE;;MINYAK TRANS MISI;LT;1;65000;95000;;PRESTON
1003600;KE;YA;DIESEL OIL TREATMENT;;OIL TREATMENT;PCS;1;17000;40000;;JUMBO
1003601;TI;YA;CARBU CLINER 300 CC;;CLINER;LT;1;65000;85000;;PROFIT
1003602;TI;YA;OIL TREATMENT;;STP BENSIN;LT;1;65000;95000;;STP
1003604;EI;YA        ;MINYAK REM PRESTONE 1L;;MINYAK REM          ;PCS       ;1;75000;95000;;PRESTONE                                                                                            
1003605;UE;YA        ;MINYAK REM PRESTONE 300ML;;MINYAK REM          ;PCS       ;1;26875;40000;;PRESTONE                                                                                            
1003607;TLA;YA; H-MPR-R01;;SPINDEL;PCS;1;609000;1150000;;HEIKER
1003608;T;YA;LAMPU DNY MODEL KM-30 OREN;;LAMPU;PCS;1;6000;15000;;DNY
1003609;T;YA;LAMPU DNY MODEL KM-30 MERAH;;LAMPU;PCS;1;6000;15000;;DNY
1003610;T;YA;LAMPU DNY MODEL KM-30 HIJAU;;LAMPU;PCS;1;6000;15000;;DNY
1003611;T;YA;LAMPU DNY MODEL KM-30 BIRU;;LAMPU;PCS;1;6000;15000;;DNY
1003612;T;YA;LAMPU MS-DNY KM-3;;LAMPU;PCS;1;6000;15000;;DNY
1003613;T;YA;LAMPU KENDARAAN BERMOTOR DNY/MS KM-3;;LAMPU;PCS;1;6000;15000;;DNY
1003614;T;YA;LAMPU KENDARAAN BERMOTOR DNY/MS KM-3;;LAMPU;PCS;1;6000;15000;;DNY
1003616;DRE;YA;MASTER REM B-MBM-S03;;MASTER REM ;PCS;1;437000;850000;;BIRKENS
1003617;TIU;YA;MASTER REM B-IMB-S03;;MASTER REM ;PCS;1;652000;1150000;;BIRKENS
1003618;ETI;YA;MASTER REM 2300-0000JI;;MASTER REM ;PCS;1;765000;1250000;;SAM
1003619;ETU;YA;MASTER REM B-TBM-S18;;MASTER REM ;PCS;1;762000;1250000;;BIRKENS
1003620;IDL;YA        ;MASTER REM B-MBM-S01;;MASTER REM          ;PCS       ;1;540000;975000;;BIRKENS                                                                                             
1003621;IUD;YA;MASTER REM  B-MBM-S12;;MASTER REM ;PCS;1;524000;1050000;;BIRKENS
1003622;KAI;YA;CANTER MK 448867 PS110;;REPARKIT BM;PCS;1;195000;350000;;UTM
1003623;URL;YA;TIE ROD END 45420-1740;;TIE ROD ;PCS;1;230000;550000;;UTM
1003624;URL;YA;TIE ROD END 45420-1750;;TIE ROD ;PCS;1;230000;550000;;UTM
1003625;IEL;YA;MASTER REM B-MBM-S18;;MASTER REM ;PCS;1;570000;995000;;BIRKENS
1003626;RI;YA;SPRING PIN 28x138;;SPRING PIN ;PCS;1;35000;65000;;IKAS
1003627;KLI;YA;BRAKE SHOE PAD  HBS 110 PS;;BRAKE SHOE;PCS;1;105000;250000;;SANIKKO
1003628;UGL;YA;KINGPIN KIT MC-999305;;KINGPIN KIT;PCS;1;280000;750000;;TIGA BERLIAN
1003629;UEWI;YA;KINGPIN REPAIRKIT KT-12 ;;KINGPIN KIT;PCS;1;275000;550000;;MATIONAL
1003630;RI;YA;BAN DALEM 80/90-14;;BAN DALEM;PCS;1;35000;50000;;IRC 
1003631;UE;YA;BAN DALEM  2.75/3.00-14;;BAN DALEM;PCS;1;27000;40000;;KING LAND
1003632;RI;YA;BAN DALEM 90/90-14;;BAN DALEM;PCS;1;35000;50000;;IRC 
1003633;RI;YA;BAN DALEM 70/90-14;;BAN DALEM;PCS;1;35000;50000;;IRC 
1003634;RI;YA;BAN DALAM 3.00/3.25/90/90-1;;BAN DALEM;PCS;1;35000;50000;; JAPAN TUBE
1003635;KRG;YA;BAN LUAR 70/90-17;;BAN LUAR;PCS;1;138000;285000;;FDR
1003636;IEI;YA        ;CLUTH BOOSTER SH-48600;;CLUTH BOOSTER       ;PCS       ;1;575000;1125000;;NABCO                                                                                               
1003637;REI;YA;UTM ME626137;;CLUTH BOOSTER;PCS;1;370000;750000;;UTM
1003638;RTT;YA        ;FUSO GANZO 70MM B-MCL-001;;PENGUAT KOPLING     ;PCS       ;1;470000;725000;;BIRKENS                                                                                             
1003639;TIL;YA;TBC-1608BL;;CLUTH BOOSTER;PCS;1;650000;1050000;;TABOC
1003640;DAI;YA;B-HNCL-002;;PENGUAT KOPLING;PCS;1;495000;900000;;BIRKENS 
1003641;IAT;YA;B-HNCL-001;;PENGUAT KOPLING;PCS;1;596000;925000;;BIRKENS 
1003642;AGL;YA        ;MC-998476;;CROOS JOINT KOPEL   ;PCS       ;1;980000;1225000;;HEIKER                                                                                              
1003643;EIG;YA;MC-999305;;CROOS JOINT KOPEL;PCS;1;758000;1125000;;HEIKER
1003644;UEI;YA        ;GUM-71;;CROOS JOINT KOPEL   ;PCS       ;1;275000;485000;;GMB                                                                                                 
1003645;EIL;YA;GUH-75;;CROOS JOINT KOPEL;PCS;1;750000;1250000;;KOYOLB
1003646;DR;YA;GUMZ-1;;CROOS JOINT KOPEL;PCS;1;60000;135000;;GMB 
1003647;KUL;YA;GUM-93;;CROOS JOINT KOPEL;PCS;1;120000;225000;;GMB 
1003648;KKL;YA;GUM-88;;JOINT KOPEL;PCS;1;110000;195000;;GMB 
1003649;RKE;YA;H-MUJ-097;;CROOS JOINT KOPEL;PCS;1;317000;625000;;HEIKER
1003650;EI;YA;GUT-13;;CROOS JOINT KOPEL;PCS;1;75000;150000;;GMB 
1003651;KLI;YA;GUI S-52;;CROOS JOINT KOPEL;PCS;1;105000;275000;;GMB 
1003652;TR;YA;H-IUJ-500;;CROOS JOINT KOPEL;PCS;1;63000;95000;;HEIKER
1003653;KRL;YA;H-TUJ-020;;CROOS JOINT KOPEL;PCS;1;130000;195000;;HEIKER
1003654;UKA;YA;H-IUJ-073;;CROOS JOINT KOPEL;PCS;1;219000;350000;;HEIKER
1003655;KKE;YA;69420-1390 B LH;;DOOR LOCK;PCS;1;117000;205000;; AMP
1003656;KKE;YA;MC 905943 B PS190 LH;;DOOR LOCK;PCS;1;117000;205000;; AMP
1003657;AI;YA;HENDEL PINTU DHO M/FM517;;HENDEL PINTU;PCS;1;91000;165000;;SPORT SHORT
1003658;AI;YA;HANDEL PINTU 69220-EWO10;;HENDEL PINTU;PCS;1;91000;165000;;UMC
1003659;RG;YA;PISTON 22MM;;PISTON ANGIN;PCS;1;37500;95000;;KNORR-BREMSE
1003660;DL;YA;LEM SILICON 100% ;;LEM;PCS;1;40000;80000;;THREEBOND
1003661;DI;YA;DIAPHRAGM VACUUM 35300-40071;;DIAPHRAGM VACUM ;PCS;1;45000;125000;;AUTOMOTIVE
1003662;KU;YA;HIGH TEMP RTV SILICONE ;;LEM;PCS;1;12000;25000;;THREEBOND
1003663;AT;YA;BOOSTER REM  22240-419 HO;;BOOSTER REM;PCS;1;96000;225000;;WAKASA
1003664;GG;YA;VALVE 18215-41950;;VALVE ;PCS;1;88000;175000;;WAKASA
1003665;UL;YA;LEM RED SILIKON BESAR ;;SILICON;PCS;1;12500;40000;;ITALIA
1003666;E;YA;LEM RED SILIKON KECIL;;SILICON;PCS;1;6250;20000;;ITALIA
1003667;KL;YA;KANCING FILTER UDARA MITSHUBISHI;;KANCING FILTER UDARA;PCS;1;10000;20000;;TIGA BERLIAN
1003668;TL;YA;DIAFRAGMA VACUM 04100-608 HO ;;DIAFRAGMA VACUM;PCS;1;64800;115000;;WAKASA
1003669;TL;YA;DIAFRAGMA VACUM 04100-508 AO;;DIAFRAGMA VACUM;PCS;1;60000;125000;;WAKASA
1003670;TL;YA;DIAFRAGMA VACUM 04100-60830;;DIAFRAGMA VACUM;PCS;1;64800;115000;;WAKASA
1003671;KD;YA;KARET BRIK CANTER;;CHAMBER;PCS;1;14000;55000;;
1003672;KE;YA;KARET CHEMBER ME-290939;;CHAMBER;PCS;1;17000;45000;;SPECIAL
1003673;RU;YA;SHIL PISTON 22MM;;SHIL PISTON;PCS;1;32000;65000;;SEIKEN 
1003674;RG;YA; PISTON 20MM;;SHIL PISTON;PCS;1;38000;75000;;KNORR-BREMSE
1003675;UI;YA;SHIL PISTON 20MM;;SHIL PISTON;PCS;1;17500;50000;;MAKON
1003676;RG;YA;PISTON 19MM ;;PISTON ANGIN;PCS;1;37500;85000;;KNORR-BREMSE
1003677;U;YA;SHIL PISTON  19,8MM;;SHIL PISTON;PCS;1;2000;65000;;SAIKEN 
1003678;UR;YA;SHIL PISTON  19MM;;SHIL PISTON;PCS;1;15000;45000;;
1003679;EG;YA;PISTON 19,8MM 642-113141;;PISTON ANGIN;PCS;1;77500;150000;;GRAY DRAK
1003680;UEI;YA;REPAIR KIT A/M 44069-5340;;REPAIR KIT;PCS;1;275000;650000;;GENUINE 
1003681;RRI;YA;REPAIR KIT A/M 44069-5362;;REPAIR KIT;PCS;1;335000;650000;;KNORR-BREMSE
1003682;ULL;YA;REPAIR KIT A/M  9323-3557;;REPAIR KIT;PCS;1;200000;400000;;KNORR-BREMSE
1003683;KIL;YA;FOOT BRAKE 9324-2038  FUSO;;FOOT BRAKE ;PCS;1;150000;325000;;CINA
1003684;RER;YA;BOOSTER NISAN 9323-3513 ;;BOOSTER;PCS;1;373000;750000;;KNORR-BREMSE
1003685;UEI;YA;REPAIR KIT A/M 44069-5340;;REPAIR KIT;PCS;1;275000;550000;;KNORR-BREMSE
