"id","name_id","name_en","brand","sku","price","img","badge","vehicles","compat_id","compat_en"
"1003500","KAMPAS KOPLING EPS ASS 1300","KAMPAS KOPLING EPS ASS 1300","ASCO","1003500","650000","","aftermarket","","",""
"1003501","KAMPAS KOPLING 31210-BZ080-001","KAMPAS KOPLING 31210-BZ080-001","ASCO","1003501","750000","","aftermarket","","",""
"1003502","KAMPAS KOPLING TYD224U","KAMPAS KOPLING TYD224U","EXEDY","1003502","485000","","aftermarket","","",""
"1003503","KAMPAS KOPLING DXX-034A","KAMPAS KOPLING DXX-034A","AISIN","1003503","675000","","aftermarket","","",""
"1003504","KAMPAS KOPLING DD-033A","KAMPAS KOPLING DD-033A","AISIN","1003504","525000","","aftermarket","","",""
"1003505","KAMPAS KOPLING DG-807LU","KAMPAS KOPLING DG-807LU","AISIN","1003505","565000","","aftermarket","","",""
"1003506","KAMPAS KOPLING DT-131LU","KAMPAS KOPLING DT-131LU","AISIN","1003506","850000","","aftermarket","","",""
"1003507","KAMPAS KOPLING DT-064LU","KAMPAS KOPLING DT-064LU","AISIN","1003507","675000","","aftermarket","","",""
"1003508","KAMPAS KOPLING DY-615LU","KAMPAS KOPLING DY-615LU","AISIN","1003508","550000","","aftermarket","","",""
"1003509","BOLAM K2 BESAR 24V","BOLAM K2 BESAR 24V","STANLEE STAR","1003509","5000","","aftermarket","","",""
"1003510","18-98162897-A","18-98162897-A","ISUZU","1003510","185000","","original","","",""
"1003511","BEARING 6307NR","BEARING 6307NR","HUBLO","1003511","250000","","aftermarket","","",""
"1003512","BEARING 8-94362510-1","BEARING 8-94362510-1","ISUZU","1003512","325000","","original","","",""
"1003513","BEARING HC32211J","BEARING HC32211J","NSK","1003513","350000","","aftermarket","","",""
"1003514","BEARING HR32212J","BEARING HR32212J","NSK","1003514","400000","","aftermarket","","",""
"1003515","BEARING 50KW01","BEARING 50KW01","NSK","1003515","375000","","aftermarket","","",""
"1003516","BEARING 50KW01","BEARING 50KW01","HUBLO","1003516","325000","","aftermarket","","",""
"1003517","BOLAM K1 KECIL 24V","BOLAM K1 KECIL 24V","STANLEE STAR","1003517","5000","","aftermarket","","",""
"1003518","BOLAM K2 KECIL 24V","BOLAM K2 KECIL 24V","STANLEE STAR","1003518","5000","","aftermarket","","",""
"1003519","SPION 2007 LOHAN KIRI","SPION 2007 LOHAN KIRI","EMGI","1003519","120000","","aftermarket","","",""
"1003520","SPION 8041 TAMBAHAN LOHAN","SPION 8041 TAMBAHAN LOHAN","EMGI","1003520","75000","","aftermarket","","",""
"1003521","SPION 6004 ELP ","SPION 6004 ELP ","EMGI","1003521","75000","","aftermarket","","",""
"1003522","SPION 2006 LOHAN KANAN","SPION 2006 LOHAN KANAN","EMGI","1003522","115000","","aftermarket","","",""
"1003523","SPION 8084 RAGASA","SPION 8084 RAGASA","EMGI","1003523","75000","","aftermarket","","",""
"1003524","SPION 8086 CANTER","SPION 8086 CANTER","EMGI","1003524","75000","","aftermarket","","",""
"1003525","SPION 2001 DUTRO","SPION 2001 DUTRO","EMGI","1003525","75000","","aftermarket","","",""
"1003526","SPION 4174 FUTURA KANAN","SPION 4174 FUTURA KANAN","EMGI","1003526","75000","","aftermarket","","",""
"1003527","SPION 2268 MERSI","SPION 2268 MERSI","EMGI","1003527","85000","","aftermarket","","",""
"1003528","SPION 6003  ELP MANUAL HITAM","SPION 6003  ELP MANUAL HITAM","EMGI","1003528","75000","","aftermarket","","",""
"1003529","SPION 8083 CANTER PS 100","SPION 8083 CANTER PS 100","EMGI","1003529","45000","","aftermarket","","",""
"1003530","SPION 8044 FUSO  TAYO RH","SPION 8044 FUSO  TAYO RH","FUSO FN SERIES","1003530","235000","","aftermarket","","",""
"1003531","SPION 1108 BULAT 8""","SPION 1108 BULAT 8""","EMGI","1003531","95000","","aftermarket","","",""
"1003532","SPION 1107 BULAT 7""","SPION 1107 BULAT 7""","EMGI","1003532","95000","","aftermarket","","",""
"1003533","SPION 1106 BULAT 6""","SPION 1106 BULAT 6""","EMGI","1003533","75000","","aftermarket","","",""
"1003534","SPION 6243  BULAT GIGA","SPION 6243  BULAT GIGA","EMGI","1003534","175000","","aftermarket","","",""
"1003535","SPION 8032 FUSO FIGHTER","SPION 8032 FUSO FIGHTER","EMGI","1003535","80000","","aftermarket","","",""
"1003536","SPION 8045 FUSO FM ","SPION 8045 FUSO FM ","FUSO FN SERIES","1003536","235000","","aftermarket","","",""
"1003537","SPION HTS 8037 L-300","SPION HTS 8037 L-300","HTS","1003537","45000","","aftermarket","","",""
"1003538","JFC-14000","JFC-14000","JINCO","1003538","70000","","aftermarket","","",""
"1003539","JFC-16002","JFC-16002","JINCO","1003539","70000","","aftermarket","","",""
"1003540","SETEMPET GREASE GREEN 500GR","SETEMPET GREASE GREEN 500GR","PETROASIA","1003540","50000","","aftermarket","","",""
"1003541","RADIATOR COOLANT GREEN 5L","RADIATOR COOLANT GREEN 5L","PETROASIA","1003541","50000","","aftermarket","","",""
"1003542","RADIATOR COOLANT RED 5L","RADIATOR COOLANT RED 5L","PETROASIA","1003542","50000","","aftermarket","","",""
"1003543","RADIATOR COOLANT GREEN 1L","RADIATOR COOLANT GREEN 1L","PETROASIA","1003543","25000","","aftermarket","","",""
"1003544","RADIATOR COOLANT RED 1L","RADIATOR COOLANT RED 1L","PETROASIA","1003544","25000","","aftermarket","","",""
"1003545","MINYAK REM RED 1L","MINYAK REM RED 1L","PETROASIA","1003545","50000","","aftermarket","","",""
"1003546","MINYAK REM NETRAL 1L","MINYAK REM NETRAL 1L","PETROASIA","1003546","50000","","aftermarket","","",""
"1003547","MINYAK REM RED 300 ML","MINYAK REM RED 300 ML","PETROASIA","1003547","25000","","aftermarket","","",""
"1003548","MINYAK REM NETRAL 300 ML","MINYAK REM NETRAL 300 ML","PETROASIA","1003548","25000","","aftermarket","","",""
"1003549","MINYAK REM FUSO BESAR","MINYAK REM FUSO BESAR","FUSO","1003549","70000","","aftermarket","","",""
"1003550","MINYAK REM JUMBO KECIL","MINYAK REM JUMBO KECIL","JUMBO","1003550","35000","","aftermarket","","",""
"1003551","BEARING HM 518445/10 NO.2","BEARING HM 518445/10 NO.2","KOYO","1003551","525000","","aftermarket","","",""
"1003552","LEM BESI DEXTONE 5 MENIT","LEM BESI DEXTONE 5 MENIT","LIM BESI","1003552","25000","","aftermarket","","",""
"1003555","KLEM AKI N 70 VARIASI","KLEM AKI N 70 VARIASI","KEPALA AQI","1003555","50000","","aftermarket","","",""
"1003556","FILTER SOLAR KM006110A1 FIGHTER EURO 4","FILTER SOLAR KM006110A1 FIGHTER EURO 4","TIGA BERLIAN","1003556","250000","","aftermarket","","",""
"1003557","FILTER SOLAR KM006115A1  FUSO FIGTHER","FILTER SOLAR KM006115A1  FUSO FIGTHER","TIGA BERLIAN","1003557","175000","","aftermarket","","",""
"1003558","ME006065 HEAD FUEL FILTER","ME006065 HEAD FUEL FILTER","CANTER PS 120","1003558","175000","","aftermarket","","",""
"1003559","ME121653 WATER SEPARATOR","ME121653 WATER SEPARATOR","KTB CANTER PS 125","1003559","65000","","aftermarket","","",""
"1003560","KABEL PERNELENG PS 125 MK525954","KABEL PERNELENG PS 125 MK525954","CANTER PS 125","1003560","775000","","aftermarket","","",""
"1003561","LAP KANEBO","LAP KANEBO","LAP KANEBO","1003561","25000","","aftermarket","","",""
"1003562","SOLASI HITAM KECIL GOLDTAPE","SOLASI HITAM KECIL GOLDTAPE","SOLASI","1003562","5000","","aftermarket","","",""
"1003563","DOBEL TAPE BUSA","DOBEL TAPE BUSA","SOLASI BB","1003563","20000","","aftermarket","","",""
"1003564","NACHI LAKBAN HITAM BESAR","NACHI LAKBAN HITAM BESAR","LAKBAN BESAR","1003564","30000","","aftermarket","","",""
"1003565","MB-391570-1","MB-391570-1","PER CANTER","1003565","475000","","aftermarket","","",""
"1003566","MB-391570-2","MB-391570-2","PER CANTER","1003566","375000","","aftermarket","","",""
"1003567","MC-096610-1","MC-096610-1","PER CANTER","1003567","575000","","aftermarket","","",""
"1003568","MC-096610-2","MC-096610-2","PER CANTER","1003568","415000","","aftermarket","","",""
"1003569","M22X380X93","M22X380X93","MOBIL TREK BUI UP","1003569","250000","","aftermarket","","",""
"1003570","BEGEL PER HINO BAJA M27X380X91","BEGEL PER HINO BAJA M27X380X91","HINO BAJA","1003570","275000","","aftermarket","","",""
"1003571","TUSUK SATE 3/8 X 12","TUSUK SATE 3/8 X 12","TURENT","1003571","25000","","aftermarket","","",""
"1003572","TUSUK SATE 1/2 X 12","TUSUK SATE 1/2 X 12","TURENT","1003572","50000","","aftermarket","","",""
"1003573","TUSUK SATE M14X250 FUSO","TUSUK SATE M14X250 FUSO","TURENT","1003573","65000","","aftermarket","","",""
"1003574","TUSUK SATE M14X350 FUSO","TUSUK SATE M14X350 FUSO","TURENT","1003574","85000","","aftermarket","","",""
"1003575","TUSUK SATE M16X350 HINO","TUSUK SATE M16X350 HINO","TURENT","1003575","75000","","aftermarket","","",""
"1003576","RADIATOR COOLANT GREEN 1L","RADIATOR COOLANT GREEN 1L","XSIS","1003576","20000","","aftermarket","","",""
"1003577","RADIATOR COOLANT","RADIATOR COOLANT","PART STATION","1003577","20000","","aftermarket","","",""
"1003578","FILTER SOLAR KM006102A1 NEW CANTER EURO 4","FILTER SOLAR KM006102A1 NEW CANTER EURO 4","TIGA BERLIAN","1003578","295000","","aftermarket","","",""
"1003579","FILTER OLI C-1301","FILTER OLI C-1301","SAKURA","1003579","195000","","aftermarket","","",""
"1003580","MINYAK REM JUMBO BESAR ","MINYAK REM JUMBO BESAR ","JUMBO","1003580","65000","","aftermarket","","",""
"1003581","CARBU CLINER 250 CC","CARBU CLINER 250 CC","AMIC","1003581","35000","","aftermarket","","",""
"1003582","CARBU CLINER 500 CC","CARBU CLINER 500 CC","AMIC","1003582","50000","","aftermarket","","",""
"1003583","KLAKSON AIR HORN","KLAKSON AIR HORN","AIR HORN","1003583","150000","","aftermarket","","",""
"1003584","KLAKSON ANGIN","KLAKSON ANGIN","DNG","1003584","215000","","aftermarket","","",""
"1003585","S-NSA-B02","S-NSA-B02","STECKER","1003585","275000","","aftermarket","","",""
"1003586","S-HNSA-C01","S-HNSA-C01","STECKER","1003586","175000","","aftermarket","","",""
"1003587","S-NSA-B01","S-NSA-B01","STECKER","1003587","275000","","aftermarket","","",""
"1003588","S-MSA-003","S-MSA-003","STECKER","1003588","500000","","aftermarket","","",""
"1003589","S-HNSA-001","S-HNSA-001","STECKER","1003589","550000","","aftermarket","","",""
"1003590","S-ISA-001","S-ISA-001","STECKER","1003590","450000","","aftermarket","","",""
"1003591","BRIK ASSY CANTER PS 125 B-MCV-003","BRIK ASSY CANTER PS 125 B-MCV-003","BIRKENS","1003591","350000","","aftermarket","","",""
"1003592","DIAPHRAGM VACUM 35301-50111","DIAPHRAGM VACUM 35301-50111","AUTOMOTIVE","1003592","95000","","aftermarket","","",""
"1003593","BRIK ASSY CANTER 125 05300-608H0","BRIK ASSY CANTER 125 05300-608H0","WAKASA","1003593","275000","","aftermarket","","",""
"1003594","BRIK ASSY DYNA/RINO 05300-90830","BRIK ASSY DYNA/RINO 05300-90830","WAKASA","1003594","235000","","aftermarket","","",""
"1003595","05300-508A0","05300-508A0","WAKASA","1003595","235000","","aftermarket","","",""
"1003596","BRIK ASSY NKR 71 B-ICV-001","BRIK ASSY NKR 71 B-ICV-001","BIRKENS","1003596","350000","","aftermarket","","",""
"1003597","MINYAK REM XSIS KECIL","MINYAK REM XSIS KECIL","XSIS","1003597","25000","","aftermarket","","",""
"1003598","ATF PRESTONE","ATF PRESTONE","PRESTON","1003598","95000","","aftermarket","","",""
"1003600","DIESEL OIL TREATMENT","DIESEL OIL TREATMENT","JUMBO","1003600","40000","","aftermarket","","",""
"1003601","CARBU CLINER 300 CC","CARBU CLINER 300 CC","PROFIT","1003601","85000","","aftermarket","","",""
"1003602","OIL TREATMENT","OIL TREATMENT","STP","1003602","95000","","aftermarket","","",""
"1003604","MINYAK REM PRESTONE 1L","MINYAK REM PRESTONE 1L","PRESTONE","1003604","95000","","aftermarket","","",""
"1003605","MINYAK REM PRESTONE 300ML","MINYAK REM PRESTONE 300ML","PRESTONE","1003605","40000","","aftermarket","","",""
"1003607","H-MPR-R01","H-MPR-R01","HEIKER","1003607","1150000","","aftermarket","","",""
"1003608","LAMPU DNY MODEL KM-30 OREN","LAMPU DNY MODEL KM-30 OREN","DNY","1003608","15000","","aftermarket","","",""
"1003609","LAMPU DNY MODEL KM-30 MERAH","LAMPU DNY MODEL KM-30 MERAH","DNY","1003609","15000","","aftermarket","","",""
"1003610","LAMPU DNY MODEL KM-30 HIJAU","LAMPU DNY MODEL KM-30 HIJAU","DNY","1003610","15000","","aftermarket","","",""
"1003611","LAMPU DNY MODEL KM-30 BIRU","LAMPU DNY MODEL KM-30 BIRU","DNY","1003611","15000","","aftermarket","","",""
"1003612","LAMPU MS-DNY KM-3","LAMPU MS-DNY KM-3","DNY","1003612","15000","","aftermarket","","",""
"1003613","LAMPU KENDARAAN BERMOTOR DNY/MS KM-3","LAMPU KENDARAAN BERMOTOR DNY/MS KM-3","DNY","1003613","15000","","aftermarket","","",""
"1003614","LAMPU KENDARAAN BERMOTOR DNY/MS KM-3","LAMPU KENDARAAN BERMOTOR DNY/MS KM-3","DNY","1003614","15000","","aftermarket","","",""
"1003616","MASTER REM B-MBM-S03","MASTER REM B-MBM-S03","BIRKENS","1003616","850000","","aftermarket","","",""
"1003617","MASTER REM B-IMB-S03","MASTER REM B-IMB-S03","BIRKENS","1003617","1150000","","aftermarket","","",""
"1003618","MASTER REM 2300-0000JI","MASTER REM 2300-0000JI","SAM","1003618","1250000","","aftermarket","","",""
"1003619","MASTER REM B-TBM-S18","MASTER REM B-TBM-S18","BIRKENS","1003619","1250000","","aftermarket","","",""
"1003620","MASTER REM B-MBM-S01","MASTER REM B-MBM-S01","BIRKENS","1003620","975000","","aftermarket","","",""
"1003621","MASTER REM  B-MBM-S12","MASTER REM  B-MBM-S12","BIRKENS","1003621","1050000","","aftermarket","","",""
"1003622","CANTER MK 448867 PS110","CANTER MK 448867 PS110","UTM","1003622","350000","","aftermarket","","",""
"1003623","TIE ROD END 45420-1740","TIE ROD END 45420-1740","UTM","1003623","550000","","aftermarket","","",""
"1003624","TIE ROD END 45420-1750","TIE ROD END 45420-1750","UTM","1003624","550000","","aftermarket","","",""
"1003625","MASTER REM B-MBM-S18","MASTER REM B-MBM-S18","BIRKENS","1003625","995000","","aftermarket","","",""
"1003626","SPRING PIN 28x138","SPRING PIN 28x138","IKAS","1003626","65000","","aftermarket","","",""
"1003627","BRAKE SHOE PAD  HBS 110 PS","BRAKE SHOE PAD  HBS 110 PS","SANIKKO","1003627","250000","","aftermarket","","",""
"1003628","KINGPIN KIT MC-999305","KINGPIN KIT MC-999305","TIGA BERLIAN","1003628","750000","","aftermarket","","",""
"1003629","KINGPIN REPAIRKIT KT-12 ","KINGPIN REPAIRKIT KT-12 ","MATIONAL","1003629","550000","","aftermarket","","",""
"1003630","BAN DALEM 80/90-14","BAN DALEM 80/90-14","IRC","1003630","50000","","aftermarket","","",""
"1003631","BAN DALEM  2.75/3.00-14","BAN DALEM  2.75/3.00-14","KING LAND","1003631","40000","","aftermarket","","",""
"1003632","BAN DALEM 90/90-14","BAN DALEM 90/90-14","IRC","1003632","50000","","aftermarket","","",""
"1003633","BAN DALEM 70/90-14","BAN DALEM 70/90-14","IRC","1003633","50000","","aftermarket","","",""
"1003634","BAN DALAM 3.00/3.25/90/90-1","BAN DALAM 3.00/3.25/90/90-1","JAPAN TUBE","1003634","50000","","aftermarket","","",""
"1003635","BAN LUAR 70/90-17","BAN LUAR 70/90-17","FDR","1003635","285000","","aftermarket","","",""
"1003636","CLUTH BOOSTER SH-48600","CLUTH BOOSTER SH-48600","NABCO","1003636","1125000","","aftermarket","","",""
"1003637","UTM ME626137","UTM ME626137","UTM","1003637","750000","","aftermarket","","",""
"1003638","FUSO GANZO 70MM B-MCL-001","FUSO GANZO 70MM B-MCL-001","BIRKENS","1003638","725000","","aftermarket","","",""
"1003639","TBC-1608BL","TBC-1608BL","TABOC","1003639","1050000","","aftermarket","","",""
"1003640","B-HNCL-002","B-HNCL-002","BIRKENS","1003640","900000","","aftermarket","","",""
"1003641","B-HNCL-001","B-HNCL-001","BIRKENS","1003641","925000","","aftermarket","","",""
"1003642","MC-998476","MC-998476","HEIKER","1003642","1225000","","aftermarket","","",""
"1003643","MC-999305","MC-999305","HEIKER","1003643","1125000","","aftermarket","","",""
"1003644","GUM-71","GUM-71","GMB","1003644","485000","","aftermarket","","",""
"1003645","GUH-75","GUH-75","KOYOLB","1003645","1250000","","aftermarket","","",""
"1003646","GUMZ-1","GUMZ-1","GMB","1003646","135000","","aftermarket","","",""
"1003647","GUM-93","GUM-93","GMB","1003647","225000","","aftermarket","","",""
"1003648","GUM-88","GUM-88","GMB","1003648","195000","","aftermarket","","",""
"1003649","H-MUJ-097","H-MUJ-097","HEIKER","1003649","625000","","aftermarket","","",""
"1003650","GUT-13","GUT-13","GMB","1003650","150000","","aftermarket","","",""
"1003651","GUI S-52","GUI S-52","GMB","1003651","275000","","aftermarket","","",""
"1003652","H-IUJ-500","H-IUJ-500","HEIKER","1003652","95000","","aftermarket","","",""
"1003653","H-TUJ-020","H-TUJ-020","HEIKER","1003653","195000","","aftermarket","","",""
"1003654","H-IUJ-073","H-IUJ-073","HEIKER","1003654","350000","","aftermarket","","",""
"1003655","69420-1390 B LH","69420-1390 B LH","AMP","1003655","205000","","aftermarket","","",""
"1003656","MC 905943 B PS190 LH","MC 905943 B PS190 LH","AMP","1003656","205000","","aftermarket","","",""
"1003657","HENDEL PINTU DHO M/FM517","HENDEL PINTU DHO M/FM517","SPORT SHORT","1003657","165000","","aftermarket","","",""
"1003658","HANDEL PINTU 69220-EWO10","HANDEL PINTU 69220-EWO10","UMC","1003658","165000","","aftermarket","","",""
"1003659","PISTON 22MM","PISTON 22MM","KNORR-BREMSE","1003659","95000","","aftermarket","","",""
"1003660","LEM SILICON 100% ","LEM SILICON 100% ","THREEBOND","1003660","80000","","aftermarket","","",""
"1003661","DIAPHRAGM VACUUM 35300-40071","DIAPHRAGM VACUUM 35300-40071","AUTOMOTIVE","1003661","125000","","aftermarket","","",""
"1003662","HIGH TEMP RTV SILICONE ","HIGH TEMP RTV SILICONE ","THREEBOND","1003662","25000","","aftermarket","","",""
"1003663","BOOSTER REM  22240-419 HO","BOOSTER REM  22240-419 HO","WAKASA","1003663","225000","","aftermarket","","",""
"1003664","VALVE 18215-41950","VALVE 18215-41950","WAKASA","1003664","175000","","aftermarket","","",""
"1003665","LEM RED SILIKON BESAR ","LEM RED SILIKON BESAR ","ITALIA","1003665","40000","","aftermarket","","",""
"1003666","LEM RED SILIKON KECIL","LEM RED SILIKON KECIL","ITALIA","1003666","20000","","aftermarket","","",""
"1003667","KANCING FILTER UDARA MITSHUBISHI","KANCING FILTER UDARA MITSHUBISHI","TIGA BERLIAN","1003667","20000","","aftermarket","","",""
"1003668","DIAFRAGMA VACUM 04100-608 HO ","DIAFRAGMA VACUM 04100-608 HO ","WAKASA","1003668","115000","","aftermarket","","",""
"1003669","DIAFRAGMA VACUM 04100-508 AO","DIAFRAGMA VACUM 04100-508 AO","WAKASA","1003669","125000","","aftermarket","","",""
"1003670","DIAFRAGMA VACUM 04100-60830","DIAFRAGMA VACUM 04100-60830","WAKASA","1003670","115000","","aftermarket","","",""
"1003671","KARET BRIK CANTER","KARET BRIK CANTER","","1003671","55000","","aftermarket","","",""
"1003672","KARET CHEMBER ME-290939","KARET CHEMBER ME-290939","SPECIAL","1003672","45000","","aftermarket","","",""
"1003673","SHIL PISTON 22MM","SHIL PISTON 22MM","SEIKEN","1003673","65000","","aftermarket","","",""
"1003674","PISTON 20MM","PISTON 20MM","KNORR-BREMSE","1003674","75000","","aftermarket","","",""
"1003675","SHIL PISTON 20MM","SHIL PISTON 20MM","MAKON","1003675","50000","","aftermarket","","",""
"1003676","PISTON 19MM ","PISTON 19MM ","KNORR-BREMSE","1003676","85000","","aftermarket","","",""
"1003677","SHIL PISTON  19,8MM","SHIL PISTON  19,8MM","SAIKEN","1003677","65000","","aftermarket","","",""
"1003678","SHIL PISTON  19MM","SHIL PISTON  19MM","","1003678","45000","","aftermarket","","",""
"1003679","PISTON 19,8MM 642-113141","PISTON 19,8MM 642-113141","GRAY DRAK","1003679","150000","","aftermarket","","",""
"1003680","REPAIR KIT A/M 44069-5340","REPAIR KIT A/M 44069-5340","GENUINE","1003680","650000","","aftermarket","","",""
"1003681","REPAIR KIT A/M 44069-5362","REPAIR KIT A/M 44069-5362","KNORR-BREMSE","1003681","650000","","aftermarket","","",""
"1003682","REPAIR KIT A/M  9323-3557","REPAIR KIT A/M  9323-3557","KNORR-BREMSE","1003682","400000","","aftermarket","","",""
"1003683","FOOT BRAKE 9324-2038  FUSO","FOOT BRAKE 9324-2038  FUSO","CINA","1003683","325000","","aftermarket","","",""
"1003684","BOOSTER NISAN 9323-3513 ","BOOSTER NISAN 9323-3513 ","KNORR-BREMSE","1003684","750000","","aftermarket","","",""
"1003685","REPAIR KIT A/M 44069-5340","REPAIR KIT A/M 44069-5340","KNORR-BREMSE","1003685","550000","","aftermarket","","",""
"1003686","PISTON AIRMASTER 634-11518","PISTON AIRMASTER 634-11518","MITSUBISHI","1003686","250000","","original","","",""
"1003687","PISTON AP-1540","PISTON AP-1540","KNORR-BREMSE","1003687","250000","","aftermarket","","",""
"1003688","PISTON 236-10302","PISTON 236-10302","KNORR-BREMSE","1003688","250000","","aftermarket","","",""
"1003689","PISTON 234-11521","PISTON 234-11521","KNORR-BREMSE","1003689","250000","","aftermarket","","",""
"1003690","PISTON 234-11518","PISTON 234-11518","KNORR-BREMSE","1003690","250000","","aftermarket","","",""
"1003691","PISTON 234-11531","PISTON 234-11531","KNORR-BREMSE","1003691","250000","","aftermarket","","",""
"1003692","REPAIR KIT A/M KNORR-BREMSE 9323-3507","REPAIR KIT A/M KNORR-BREMSE 9323-3507","KNORR-BREMSE","1003692","395000","","aftermarket","","",""
"1003693","REPAIR KIT 9323-3557","REPAIR KIT 9323-3557","PT-SARANA","1003693","550000","","aftermarket","","",""
"1003694","KURA-KURA ASSY 44540-1892  LOHAN ","KURA-KURA ASSY 44540-1892  LOHAN ","BK","1003694","450000","","aftermarket","","",""
"1003695","REPAIR KIT A/M 9364-0984","REPAIR KIT A/M 9364-0984","KNORR-BREMSE","1003695","425000","","aftermarket","","",""
"1003696","KURA KURA ASSY 44080-EW011","KURA KURA ASSY 44080-EW011","BK","1003696","450000","","aftermarket","","",""
"1003697","KOPLING 9364-0001 ","KOPLING 9364-0001 ","KNORR-BREMSE","1003697","450000","","aftermarket","","",""
"1003702","POMPA ANGIN PS125 TURBO 1 SET","POMPA ANGIN PS125 TURBO 1 SET","ICON","1003702","150000","","aftermarket","","",""
"1003704","ARENG NKR-71 VRB-966","ARENG NKR-71 VRB-966","IKAR","1003704","115000","","aftermarket","","",""
"1003705","KULSTATER PANTER FI-039","KULSTATER PANTER FI-039","CARBON BRUSH","1003705","75000","","aftermarket","","",""
"1003706","KULSTATER PS100 L300 FJ-192","KULSTATER PS100 L300 FJ-192","CARBON BRUSH","1003706","50000","","aftermarket","","",""
"1003707","KUL AMPER KIJANG FJ-323","KUL AMPER KIJANG FJ-323","CARBON BRUSH","1003707","35000","","aftermarket","","",""
"1003708","KUL AMPER L300 FJ-342","KUL AMPER L300 FJ-342","CARBON BRUSH","1003708","35000","","aftermarket","","",""
"1003709","KUL STATER KIJANG ST 100 FS-125","KUL STATER KIJANG ST 100 FS-125","CARBON BRUSH","1003709","45000","","aftermarket","","",""
"1003710","KUL AMPER CARRY ZEBRA FD-316","KUL AMPER CARRY ZEBRA FD-316","CARBON BRUSH","1003710","35000","","aftermarket","","",""
"1003711","KUL AMPER PANTER FJ-022/023","KUL AMPER PANTER FJ-022/023","CARBON BRUSH","1003711","150000","","aftermarket","","",""
"1003712","SEAL DINAMO PTH 9/24 8-94156589-0","SEAL DINAMO PTH 9/24 8-94156589-0","ISUZU","1003712","85000","","original","","",""
"1003713","GIGI STATER PS 120","GIGI STATER PS 120","ZIPIN","1003713","175000","","aftermarket","","",""
"1003714","KABIN 12V","KABIN 12V","","1003714","20000","","aftermarket","","",""
"1003715","CUMI LIGHT 12V","CUMI LIGHT 12V","STANLEE STAR","1003715","35000","","aftermarket","","",""
"1003717","12V MINI K-1","12V MINI K-1","STANLEE STAR","1003717","2000","","aftermarket","","",""
"1003718","12V-8W K-1","12V-8W K-1","STANLEE STAR","1003718","10000","","aftermarket","","",""
"1003719","LAMPU HALOGEN 9006","LAMPU HALOGEN 9006","STANLEE STAR","1003719","65000","","aftermarket","","",""
"1003720","HELLA 12V-21W K-1","HELLA 12V-21W K-1","HELLA","1003720","20000","","aftermarket","","",""
"1003721","CUMI K-1 BENING","CUMI K-1 BENING","STANLEE STAR","1003721","25000","","aftermarket","","",""
"1003722","CUMI K-1 OREN","CUMI K-1 OREN","STANLEE STAR","1003722","15000","","aftermarket","","",""
"1003723","K-1 12V","K-1 12V","STANLEE STAR","1003723","15000","","aftermarket","","",""
"1003724","LAMPU HALOGEN PX-26D 12V 100W","LAMPU HALOGEN PX-26D 12V 100W","STANLEE STAR","1003724","55000","","aftermarket","","",""
"1003725","LAMPU HALOGEN PX-26D 12V 55W","LAMPU HALOGEN PX-26D 12V 55W","STANLEE STAR","1003725","65000","","aftermarket","","",""
"1003726","LAMPU ZEGEN 12V K-1 KUNING","LAMPU ZEGEN 12V K-1 KUNING","ZEGEN","1003726","45000","","aftermarket","","",""
"1003727","LAMPU ZEGEN 12V K-1 BENING","LAMPU ZEGEN 12V K-1 BENING","ZEGEN","1003727","35000","","aftermarket","","",""
"1003728","BOLAM K-1 BENING","BOLAM K-1 BENING","DR.D.FISCHER","1003728","15000","","aftermarket","","",""
"1003729","LAMPU H-16 6026 12V-19W","LAMPU H-16 6026 12V-19W","STANLEE STAR","1003729","80000","","aftermarket","","",""
"1003730","AITO LIGHTER STANLEY ","AITO LIGHTER STANLEY ","STANLEY","1003730","35000","","aftermarket","","",""
"1003731","LAMPU HELLA 12V 21/5W K-2","LAMPU HELLA 12V 21/5W K-2","HELLA","1003731","20000","","aftermarket","","",""
"1003732","LAMPU 12V 35/30W MOTOR","LAMPU 12V 35/30W MOTOR","OSRAM","1003732","25000","","aftermarket","","",""
"1003733","H-16 9006 12V-55W","H-16 9006 12V-55W","STANLEE STAR","1003733","80000","","aftermarket","","",""
"1003734","LAMPU 12V 100/90W","LAMPU 12V 100/90W","ZEGEN","1003734","100000","","aftermarket","","",""
"1003735","LAMPU 12V 60/55W","LAMPU 12V 60/55W","ZEGEN","1003735","80000","","aftermarket","","",""
"1003736","BOHLAM ATRET 12V 16W","BOHLAM ATRET 12V 16W","STANLEE STAR","1003736","25000","","aftermarket","","",""
"1003737","PIPA KOPLING 16515-60960","PIPA KOPLING 16515-60960","WAKASA","1003737","160000","","aftermarket","","",""
"1003738","MINI K-2","MINI K-2","STANLEE STAR","1003738","10000","","aftermarket","","",""
"1003739","BOLAM CUMI KECIL 12V","BOLAM CUMI KECIL 12V","STANLEE STAR","1003739","5000","","aftermarket","","",""
"1003740","AUTO LAMPS BULBS","AUTO LAMPS BULBS","STANLEE STAR","1003740","45000","","aftermarket","","",""
"1003741","FLOSER STAR H-3 ","FLOSER STAR H-3 ","FLOSER","1003741","25000","","aftermarket","","",""
"1003742","24V 100/90W","24V 100/90W","STANLEE STAR","1003742","15000","","aftermarket","","",""
